"age","workclass","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
48,"Private","Higher Education",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United States",">50K"
39,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United States",">50K"
18,"Private","Higher Education",10,"Never-married","Sales","Own-child","White","Male",0,0,35,"United States","<=50K"
25,"Private","Higher Education",10,"Never-married","Sales","Own-child","White","Male",0,0,40,"United States","<=50K"
34,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United States","<=50K"
50,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United States",">50K"
45,"Federal-gov","Higher Education",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
29,"Private","Higher Education",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"United States","<=50K"
24,"Private","High School",9,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,60,"United States","<=50K"
28,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
41,"Private","Postgraduate",14,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States","<=50K"
32,"Private","Higher Education",11,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United States","<=50K"
41,"Self-emp-not-inc","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
30,"State-gov","High School",9,"Never-married","Sales","Unmarried","Black","Female",0,0,40,"United States","<=50K"
51,"Private","Middle",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
49,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United States",">50K"
34,"Private","Higher Education",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United States","<=50K"
26,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States","<=50K"
44,"Private","High School",9,"Divorced","Machine-op-inspct","Own-child","White","Male",0,0,40,"United States","<=50K"
45,"Private","High School",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United States","<=50K"
38,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United States",">50K"
47,"Self-emp-not-inc","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,20,"United States",">50K"
36,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
23,"Private","Middle",7,"Never-married","Farming-fishing","Other-relative","White","Female",0,0,40,"SudAmerica","<=50K"
73,"Private","High School",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,30,"United States","<=50K"
24,"Private","Postgraduate",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United States","<=50K"
29,"Private","Higher Education",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
40,"Private","Higher Education",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
30,"Private","High School",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United States","<=50K"
27,"Local-gov","Higher Education",12,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United States","<=50K"
19,"State-gov","Higher Education",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,15,"United States","<=50K"
34,"Local-gov","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
33,"Private","Higher Education",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United States","<=50K"
44,"Self-emp-not-inc","Higher Education",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United States","<=50K"
45,"Private","Higher Education",10,"Divorced","Other-service","Not-in-family","White","Female",0,0,50,"United States","<=50K"
54,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
45,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
50,"Private","Middle",7,"Never-married","Machine-op-inspct","Other-relative","White","Female",0,0,40,"United States","<=50K"
25,"Private","Higher Education",10,"Never-married","Tech-support","Own-child","White","Female",0,0,43,"United States","<=50K"
46,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,50,"Asia",">50K"
33,"Private","High School",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United States","<=50K"
55,"State-gov","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States",">50K"
43,"State-gov","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
49,"Local-gov","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,47,"United States",">50K"
48,"Local-gov","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United States",">50K"
26,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States","<=50K"
32,"Federal-gov","High School",9,"Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,46,"United States","<=50K"
43,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States",">50K"
34,"Self-emp-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
27,"Private","Higher Education",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
35,"Private","High School",9,"Never-married","Transport-moving","Unmarried","Black","Male",0,0,72,"United States","<=50K"
40,"Local-gov","Higher Education",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States",">50K"
45,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
37,"Private","High School",9,"Divorced","Other-service","Not-in-family","Black","Female",0,0,20,"United States","<=50K"
50,"Local-gov","Higher Education",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United States",">50K"
30,"Private","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States","<=50K"
44,"Local-gov","Higher Education",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United States",">50K"
48,"Private","Higher Education",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"Europe",">50K"
67,"Self-emp-not-inc","Primary",2,"Widowed","Other-service","Not-in-family","Black","Female",0,0,20,"United States","<=50K"
49,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
36,"Private","High School",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United States","<=50K"
35,"Local-gov","Postgraduate",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,"United States",">50K"
50,"Self-emp-not-inc","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"Canada",">50K"
52,"Private","Higher Education",10,"Married-civ-spouse","Tech-support","Husband","Black","Male",0,0,40,"United States",">50K"
43,"Private","Higher Education",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United States",">50K"
57,"Private","High School",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States",">50K"
38,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
45,"State-gov","Higher Education",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
22,"Private","Higher Education",10,"Separated","Other-service","Own-child","White","Female",0,0,40,"United States","<=50K"
63,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
38,"Private","Higher Education",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
44,"Private","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United States",">50K"
43,"Private","Middle",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States","<=50K"
44,"Private","Middle",4,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,48,"United States","<=50K"
34,"Private","High School",9,"Separated","Adm-clerical","Not-in-family","White","Male",0,0,48,"United States",">50K"
38,"Federal-gov","Higher Education",10,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United States","<=50K"
58,"Self-emp-inc","Higher Education",10,"Widowed","Sales","Not-in-family","White","Female",0,0,20,"United States",">50K"
43,"Private","Higher Education",10,"Divorced","Tech-support","Unmarried","White","Female",0,0,30,"United States","<=50K"
32,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United States","<=50K"
71,"Private","Primary",3,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States","<=50K"
45,"Local-gov","Postgraduate",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United States",">50K"
37,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,45,"United States",">50K"
42,"Private","Higher Education",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,15,"United States","<=50K"
37,"Private","High School",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United States","<=50K"
45,"State-gov","Higher Education",10,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,40,"United States",">50K"
27,"Private","High School",9,"Married-AF-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
55,"Self-emp-inc","Middle",6,"Widowed","Transport-moving","Not-in-family","White","Male",0,0,40,"United States","<=50K"
43,"Private","Higher Education",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United States","<=50K"
44,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,38,"United States",">50K"
26,"Private","Higher Education",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,52,"United States",">50K"
43,"Federal-gov","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United States","<=50K"
34,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
33,"State-gov","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,20,"United States","<=50K"
58,"Self-emp-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States","<=50K"
43,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United States",">50K"
52,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,22,"United States","<=50K"
49,"Private","Higher Education",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States",">50K"
51,"Federal-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
58,"Self-emp-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States",">50K"
46,"Private","Higher Education",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United States","<=50K"
34,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",0,0,40,"United States",">50K"
31,"Private","Higher Education",11,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United States","<=50K"
43,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United States",">50K"
23,"Private","Higher Education",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United States","<=50K"
61,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States",">50K"
29,"Private","Higher Education",15,"Never-married","Prof-specialty","Own-child","White","Male",0,0,50,"United States","<=50K"
37,"Self-emp-not-inc","Higher Education",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United States","<=50K"
47,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United States",">50K"
32,"Federal-gov","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States",">50K"
45,"Self-emp-inc","High School",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United States",">50K"
42,"Self-emp-not-inc","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United States",">50K"
56,"Private","Middle",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"SudAmerica",">50K"
31,"State-gov","Higher Education",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,38,"United States","<=50K"
45,"Private","Higher Education",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Europe",">50K"
47,"Private","Middle",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Europe","<=50K"
42,"Private","Higher Education",10,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,30,"United States","<=50K"
39,"Private","Higher Education",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
39,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United States",">50K"
37,"Private","Middle",5,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,48,"United States","<=50K"
22,"Private","High School",9,"Never-married","Craft-repair","Unmarried","White","Female",0,0,36,"Mexico","<=50K"
17,"Private","Middle",7,"Never-married","Protective-serv","Own-child","White","Female",0,0,30,"United States","<=50K"
36,"Self-emp-not-inc","Higher Education",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,55,"United States",">50K"
36,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,50,"United States",">50K"
63,"Self-emp-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States","<=50K"
61,"Private","Higher Education",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,20,"United States","<=50K"
48,"Self-emp-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United States",">50K"
55,"Private","High School",9,"Married-spouse-absent","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"Europe","<=50K"
27,"Federal-gov","High School",9,"Married-civ-spouse","Handlers-cleaners","Husband","Asian-Pac-Islander","Male",0,0,40,"United States","<=50K"
37,"Private","Middle",6,"Divorced","Other-service","Unmarried","White","Female",0,0,33,"United States","<=50K"
61,"Private","High School",9,"Divorced","Adm-clerical","Other-relative","Black","Female",0,0,35,"United States","<=50K"
18,"Private","High School",9,"Never-married","Sales","Own-child","White","Female",0,0,30,"United States","<=50K"
66,"Private","High School",9,"Widowed","Sales","Not-in-family","White","Female",0,0,40,"United States",">50K"
42,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United States","<=50K"
28,"Private","High School",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,20,"United States","<=50K"
18,"Private","High School",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,30,"United States","<=50K"
38,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United States",">50K"
32,"Federal-gov","Higher Education",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,50,"United States","<=50K"
48,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
48,"Federal-gov","Middle",4,"Married-spouse-absent","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United States","<=50K"
67,"Private","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,37,"United States",">50K"
25,"Private","Higher Education",13,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"United States","<=50K"
27,"Local-gov","Higher Education",12,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United States","<=50K"
60,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,25,"United States","<=50K"
27,"Private","Higher Education",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
31,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
33,"Private","High School",9,"Never-married","Transport-moving","Other-relative","Asian-Pac-Islander","Male",0,0,40,"United States","<=50K"
29,"Private","Middle",5,"Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United States","<=50K"
35,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United States",">50K"
45,"Private","Postgraduate",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United States",">50K"
31,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United States",">50K"
23,"Private","Higher Education",10,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United States","<=50K"
33,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United States",">50K"
25,"Private","Higher Education",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United States","<=50K"
35,"Private","High School",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United States",">50K"
64,"Local-gov","Higher Education",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
28,"Private","High School",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,38,"United States","<=50K"
53,"Private","High School",9,"Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"United States","<=50K"
25,"Local-gov","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"Europe","<=50K"
30,"Private","High School",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United States","<=50K"
22,"Private","Middle",6,"Never-married","Craft-repair","Other-relative","White","Male",0,0,30,"United States","<=50K"
26,"Private","Higher Education",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United States","<=50K"
30,"Private","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United States","<=50K"
25,"Private","High School",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
48,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States",">50K"
33,"Self-emp-not-inc","High School",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,65,"United States",">50K"
65,"Self-emp-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States","<=50K"
27,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United States","<=50K"
30,"Private","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United States",">50K"
61,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States",">50K"
49,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"Mexico","<=50K"
50,"Private","Higher Education",12,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United States",">50K"
33,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
22,"Private","Higher Education",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,10,"United States","<=50K"
45,"Local-gov","Higher Education",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United States",">50K"
47,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
52,"Federal-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
50,"Local-gov","Postgraduate",14,"Divorced","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,50,"United States",">50K"
33,"Federal-gov","Higher Education",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"United States","<=50K"
34,"Self-emp-not-inc","Middle",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
21,"Private","Higher Education",12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,8,"United States","<=50K"
38,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
22,"State-gov","Higher Education",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
27,"Private","High School",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,42,"United States","<=50K"
40,"State-gov","Middle",5,"Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United States","<=50K"
26,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United States","<=50K"
28,"Private","Middle",7,"Married-civ-spouse","Craft-repair","Not-in-family","White","Male",0,0,60,"United States",">50K"
46,"State-gov","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United States","<=50K"
50,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States",">50K"
42,"Federal-gov","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
44,"Private","Higher Education",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States","<=50K"
47,"State-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United States",">50K"
73,"Private","Middle",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,15,"United States","<=50K"
27,"Private","High School",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United States","<=50K"
45,"Private","Higher Education",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Europe",">50K"
57,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Africa",">50K"
19,"Private","Higher Education",10,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United States","<=50K"
28,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Europe",">50K"
35,"Private","Higher Education",10,"Divorced","Machine-op-inspct","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United States","<=50K"
34,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United States","<=50K"
55,"Private","High School",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
28,"Private","High School",9,"Married-spouse-absent","Machine-op-inspct","Own-child","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
29,"Private","Higher Education",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United States","<=50K"
40,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,32,"United States","<=50K"
17,"Private","Middle",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United States","<=50K"
46,"Self-emp-inc","High School",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,70,"United States","<=50K"
48,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
37,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
32,"Private","Postgraduate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United States",">50K"
45,"Private","High School",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,30,"United States","<=50K"
26,"Local-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United States",">50K"
41,"Private","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United States",">50K"
45,"Private","Higher Education",10,"Divorced","Tech-support","Not-in-family","Black","Female",0,0,40,"SudAmerica","<=50K"
57,"Private","Higher Education",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United States",">50K"
40,"Private","Higher Education",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"United States","<=50K"
59,"Self-emp-not-inc","Middle",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,85,"United States","<=50K"
18,"Private","Middle",6,"Never-married","Sales","Other-relative","Black","Female",0,0,40,"United States","<=50K"
63,"Private","High School",9,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United States","<=50K"
27,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,45,"United States",">50K"
47,"State-gov","Postgraduate",16,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,50,"Europe",">50K"
48,"Private","Higher Education",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United States","<=50K"
29,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,30,"Mexico","<=50K"
41,"Federal-gov","High School",9,"Separated","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United States","<=50K"
43,"Private","High School",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States",">50K"
33,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,"United States",">50K"
34,"Self-emp-not-inc","Higher Education",13,"Never-married","Sales","Not-in-family","White","Male",0,0,62,"United States","<=50K"
30,"Private","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
43,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United States","<=50K"
30,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United States","<=50K"
27,"Self-emp-not-inc","Higher Education",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United States","<=50K"
30,"Private","High School",9,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Male",0,0,40,"United States","<=50K"
44,"State-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,60,"United States",">50K"
29,"Private","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"Europe","<=50K"
28,"Local-gov","Higher Education",13,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,50,"United States","<=50K"
34,"Private","Primary",3,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"SudAmerica","<=50K"
18,"Private","High School",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United States","<=50K"
24,"Private","High School",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United States","<=50K"
50,"Private","Higher Education",10,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United States","<=50K"
22,"Private","High School",9,"Never-married","Craft-repair","Own-child","White","Female",0,0,40,"United States","<=50K"
52,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"United States","<=50K"
71,"State-gov","High School",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,28,"United States","<=50K"
17,"Private","Middle",7,"Never-married","Sales","Own-child","White","Female",0,0,8,"United States","<=50K"
36,"Private","Higher Education",10,"Widowed","Prof-specialty","Own-child","White","Female",0,0,40,"United States","<=50K"
27,"Private","Higher Education",13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
57,"Private","Higher Education",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United States",">50K"
