age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country.grouped,education.grouped
34,Self-emp-not-inc,152109,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United States,High School
23,Private,194247,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United States,Higher Education
54,Local-gov,129972,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United States,Higher Education
44,Local-gov,136986,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,35,United States,Postgraduate
28,Private,302406,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United States,Higher Education
23,Private,277328,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,SudAmerica,Higher Education
25,Private,201413,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United States,Higher Education
67,Self-emp-inc,73559,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,50,United States,High School
54,Self-emp-inc,96460,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United States,High School
63,Self-emp-not-inc,179981,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United States,Higher Education
40,Private,176716,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
27,Private,221366,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,50,United States,Higher Education
42,Private,222011,10,Divorced,Sales,Unmarried,White,Female,0,0,43,United States,Higher Education
25,Private,264055,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United States,Higher Education
37,Private,34378,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,2580,0,60,United States,Middle
28,Local-gov,168524,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United States,Postgraduate
53,Private,346754,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United States,Higher Education
40,Private,199900,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,55,United States,Higher Education
41,Private,106900,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,42,United States,Higher Education
58,Self-emp-not-inc,164065,14,Divorced,Sales,Not-in-family,White,Male,0,0,18,United States,Postgraduate
32,Private,362259,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United States,Higher Education
55,Private,171015,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United States,High School
32,Private,53206,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United States,Higher Education
42,Local-gov,267252,14,Separated,Exec-managerial,Unmarried,Black,Male,0,0,45,United States,Postgraduate
44,Private,172032,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,51,United States,Higher Education
27,Private,184477,8,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United States,High School
58,Private,142924,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,United States,Postgraduate
33,Private,207201,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United States,High School
28,Private,200515,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United States,Higher Education
39,Local-gov,267893,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,7298,0,40,United States,Higher Education
36,Private,287658,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United States,High School
45,Self-emp-not-inc,49595,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United States,Higher Education
41,Private,221172,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
65,Private,194456,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Europe,Higher Education
46,Private,138999,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,Higher Education
26,Private,262617,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United States,High School
23,Private,308205,12,Never-married,Other-service,Own-child,White,Male,0,0,20,United States,Higher Education
39,Private,301568,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United States,Higher Education
54,Private,154728,11,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,United States,Higher Education
58,Private,170108,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Postgraduate
32,Private,136480,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United States,Higher Education
35,Private,176123,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,Asia,Middle
45,Private,168038,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,United States,Higher Education
41,Self-emp-not-inc,252986,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Postgraduate
38,Federal-gov,338320,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United States,Higher Education
23,Private,238917,4,Never-married,Craft-repair,Other-relative,White,Male,0,0,36,United States,Middle
21,Private,34616,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United States,Higher Education
25,Local-gov,225193,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United States,Higher Education
51,Self-emp-not-inc,199005,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United States,Higher Education
46,Private,44671,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United States,Higher Education
23,Private,113309,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United States,Higher Education
84,Private,388384,4,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,10,United States,Middle
51,Private,290856,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,High School
22,Private,122272,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United States,Higher Education
23,Private,462294,12,Never-married,Other-service,Own-child,Black,Male,0,0,44,United States,Higher Education
25,Private,208591,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United States,Higher Education
18,Private,205004,10,Never-married,Other-service,Own-child,White,Male,0,0,26,United States,Higher Education
30,Private,160784,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United States,Higher Education
35,Private,49020,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United States,Postgraduate
48,Private,186172,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United States,Higher Education
20,Private,347530,9,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United States,High School
42,Local-gov,188291,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United States,Higher Education
39,Private,315291,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United States,High School
51,Private,280278,6,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United States,Middle
41,Local-gov,575442,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United States,Higher Education
18,Private,89478,10,Never-married,Sales,Own-child,White,Female,0,0,20,United States,Higher Education
30,Private,370183,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United States,High School
32,Private,127875,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United States,Higher Education
42,Private,20809,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,75,United States,High School
65,Private,255386,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Asia,High School
31,Self-emp-not-inc,81030,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Postgraduate
26,Private,245029,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United States,Higher Education
22,Private,62865,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,Higher Education
36,Private,58343,13,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,42,United States,Higher Education
40,Private,115932,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Europe,Higher Education
42,Private,184823,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United States,Higher Education
35,Private,169104,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United States,Higher Education
47,Private,278322,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United States,Higher Education
40,Self-emp-not-inc,48859,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United States,High School
55,Private,255364,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
58,Self-emp-not-inc,204021,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,50,United States,High School
17,Private,160968,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,16,United States,Middle
32,Private,136935,9,Never-married,Other-service,Unmarried,Black,Female,0,0,13,United States,High School
20,State-gov,147280,9,Never-married,Other-service,Other-relative,Other,Male,0,0,40,United States,High School
33,Private,149220,11,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United States,Higher Education
48,Private,265295,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Higher Education
54,Private,24108,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United States,Higher Education
30,Private,432565,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,40,Canada,Higher Education
65,Self-emp-not-inc,223580,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6514,0,40,United States,Higher Education
35,Private,406051,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United States,Postgraduate
25,Private,282313,6,Never-married,Handlers-cleaners,Own-child,Black,Male,0,1602,40,United States,Middle
36,Private,398931,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,50,United States,Higher Education
19,Private,125591,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United States,Higher Education
50,Private,195690,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United States,High School
44,Federal-gov,102238,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United States,High School
34,Private,483777,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United States,High School
56,Private,187295,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
31,Private,259931,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,Middle
32,Federal-gov,402361,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United States,High School
45,Private,168598,8,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3103,0,40,United States,High School
34,Private,191291,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United States,Higher Education
46,Private,155659,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United States,Middle
64,Private,114994,10,Separated,Other-service,Not-in-family,White,Male,0,0,40,United States,Higher Education
59,Private,46466,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
30,Self-emp-not-inc,33308,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United States,High School
34,Private,97306,13,Divorced,Craft-repair,Unmarried,White,Female,0,0,25,United States,Higher Education
59,Federal-gov,195467,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United States,Postgraduate
21,State-gov,164922,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United States,Higher Education
44,Private,115411,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United States,Higher Education
41,Private,104334,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Higher Education
57,Private,47619,12,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United States,Higher Education
54,Private,145714,9,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,25,United States,High School
41,Private,288568,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
20,Private,51816,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,40,United States,High School
54,Self-emp-not-inc,28186,13,Divorced,Farming-fishing,Not-in-family,White,Male,27828,0,50,United States,Higher Education
54,Local-gov,173050,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United States,Postgraduate
68,Private,214521,15,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United States,Higher Education
34,Private,160449,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United States,High School
52,Private,96359,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United States,Postgraduate
41,State-gov,75409,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United States,Higher Education
31,Self-emp-not-inc,349148,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United States,Higher Education
69,Local-gov,197288,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United States,High School
27,Private,298635,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,Postgraduate
34,Private,113838,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United States,Higher Education
40,Private,205047,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United States,High School
54,Private,343242,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
32,Private,159187,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United States,Higher Education
25,Private,164229,9,Divorced,Other-service,Not-in-family,White,Male,2597,0,40,United States,High School
39,Private,255503,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United States,Higher Education
38,Private,65324,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
24,Private,48343,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United States,Middle
35,Federal-gov,205584,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,Primary
35,Private,167062,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,High School
20,Private,117767,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United States,Higher Education
39,Private,190297,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United States,Postgraduate
37,State-gov,76767,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,39,United States,Higher Education
53,Private,317313,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United States,High School
55,Private,147098,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United States,High School
24,Private,258700,3,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,40,Mexico,Primary
44,Private,111483,9,Never-married,Adm-clerical,Own-child,White,Male,0,1504,50,United States,High School
52,Private,138944,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Middle
37,Private,66686,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
51,Private,74660,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Middle
76,Private,203910,9,Widowed,Other-service,Not-in-family,White,Male,0,0,17,United States,High School
44,Federal-gov,29591,13,Divorced,Tech-support,Not-in-family,White,Male,0,2258,40,United States,Higher Education
56,Federal-gov,155238,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,High School
25,Private,130557,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,Higher Education
37,Private,267085,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,Higher Education
34,Private,181311,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,Middle
54,Local-gov,185846,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United States,Postgraduate
75,Self-emp-not-inc,146576,13,Widowed,Prof-specialty,Unmarried,White,Male,0,0,48,United States,Higher Education
38,Private,409604,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United States,Higher Education
20,Private,241752,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
64,Private,251292,3,Separated,Other-service,Other-relative,White,Female,0,0,20,SudAmerica,Primary
44,Private,340885,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,40,United States,Higher Education
56,Private,192869,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
18,Private,362600,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United States,Primary
32,Private,207284,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
50,Self-emp-inc,127315,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United States,Higher Education
29,Private,253856,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United States,Higher Education
27,Private,241607,13,Never-married,Tech-support,Other-relative,White,Male,0,0,50,United States,Higher Education
43,Local-gov,118853,10,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,99,United States,Higher Education
35,Local-gov,185769,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,Higher Education
28,Private,214702,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United States,Higher Education
35,Private,186009,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
52,Private,159908,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United States,High School
32,Private,97723,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United States,High School
32,Private,107843,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,50,United States,High School
25,Private,306513,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United States,Higher Education
63,Private,37792,6,Widowed,Other-service,Not-in-family,White,Female,0,0,31,United States,Middle
21,Private,184543,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,Higher Education
32,Private,207201,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United States,Higher Education
28,Private,410450,13,Divorced,Other-service,Unmarried,White,Female,0,0,48,Europe,Higher Education
51,Private,29887,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,44,United States,High School
44,Self-emp-inc,151089,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,70,United States,High School
19,Private,42069,9,Never-married,Transport-moving,Own-child,White,Male,2176,0,45,United States,High School
39,Private,128392,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United States,High School
57,Private,64960,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United States,Higher Education
28,Private,282398,10,Separated,Tech-support,Unmarried,White,Male,0,0,40,United States,Higher Education
40,Private,273425,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
45,Self-emp-inc,151584,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United States,Higher Education
50,Private,143953,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United States,High School
37,Private,234901,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Europe,Higher Education
39,Self-emp-inc,114844,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United States,Higher Education
36,Private,129263,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United States,High School
33,Private,214635,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United States,High School
28,Private,159001,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United States,High School
35,Private,204621,12,Divorced,Other-service,Own-child,White,Female,0,0,40,United States,Higher Education
47,Private,357848,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
22,Private,200318,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United States,Higher Education
65,Federal-gov,179985,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,High School
52,Private,99682,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,52,Canada,Higher Education
17,Private,160049,6,Never-married,Other-service,Own-child,White,Female,0,0,12,United States,Middle
21,Private,305874,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,Higher Education
24,Private,201680,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United States,High School
40,State-gov,184018,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United States,Higher Education
52,Private,177995,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,Mexico,Primary
42,Private,170230,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United States,Higher Education
47,Self-emp-not-inc,149116,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United States,Postgraduate
41,Private,206948,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
59,Federal-gov,293971,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United States,Higher Education
36,Self-emp-not-inc,280169,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,3456,0,8,United States,Higher Education
54,Private,230919,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
43,State-gov,206139,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United States,Higher Education
43,Private,163455,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
29,Private,271579,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,Middle
32,Private,157289,9,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,0,0,40,United States,High School
56,Private,184553,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,56,United States,Middle
30,Private,190511,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,High School
18,Private,236272,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United States,High School
20,Private,151780,11,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United States,Higher Education
63,Private,86108,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,6,United States,High School
37,Private,100508,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
55,Private,98746,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,Canada,Higher Education
27,Private,111900,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United States,Higher Education
33,Private,203488,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United States,Higher Education
50,Private,36480,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,High School
60,Local-gov,255711,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,60,United States,Higher Education
52,Private,208302,9,Divorced,Other-service,Other-relative,White,Male,0,0,30,United States,High School
53,State-gov,143822,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United States,Postgraduate
45,Private,26502,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United States,Higher Education
39,Private,108140,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
56,Self-emp-not-inc,163212,9,Widowed,Adm-clerical,Unmarried,White,Female,99999,0,40,United States,High School
30,Private,121142,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United States,Higher Education
40,Private,141657,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United States,High School
44,Private,207685,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1564,55,Europe,High School
18,Private,119655,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United States,High School
73,Private,26248,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United States,Middle
25,Private,219130,10,Never-married,Other-service,Not-in-family,Other,Female,0,0,40,United States,Higher Education
37,Self-emp-not-inc,36214,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United States,Higher Education
52,Private,270728,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,SudAmerica,Middle
33,State-gov,37070,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Canada,Postgraduate
44,Self-emp-inc,153132,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,52,United States,Higher Education
28,Private,209205,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United States,Higher Education
59,Self-emp-not-inc,188003,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United States,Higher Education
51,Self-emp-not-inc,156802,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,60,United States,High School
22,Private,51262,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United States,High School
39,Local-gov,423605,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,SudAmerica,High School
45,Private,338105,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,Higher Education
28,Private,61435,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United States,High School
26,Private,167106,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Asia,High School
35,Private,361888,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United States,Higher Education
27,Private,163942,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Europe,High School
46,Self-emp-not-inc,342907,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United States,High School
51,Federal-gov,223206,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,40,Asia,Postgraduate
57,Local-gov,198145,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,14,United States,Postgraduate
61,Private,98350,1,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Asia,Primary
52,Private,186785,9,Never-married,Sales,Not-in-family,White,Male,0,1876,50,United States,High School
31,Private,352465,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United States,Higher Education
31,Private,162572,9,Never-married,Other-service,Own-child,White,Male,0,0,16,United States,High School
17,Local-gov,244856,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United States,Middle
39,Private,380614,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United States,Higher Education
33,Private,251120,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United States,Higher Education
26,Local-gov,288781,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United States,Higher Education
46,Private,188861,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,Higher Education
45,Private,89028,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,10520,0,40,United States,High School
53,Local-gov,155314,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United States,High School
37,Private,151764,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
36,Private,129150,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United States,Higher Education
36,Private,24106,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United States,High School
48,Self-emp-not-inc,104790,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United States,Middle
22,Private,211678,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United States,High School
27,Private,122038,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United States,High School
36,Private,370156,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United States,High School
51,Private,123703,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United States,High School
22,Private,51136,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,60,United States,Higher Education
38,Private,149419,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United States,Higher Education
26,Private,112847,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United States,Higher Education
33,Private,251421,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United States,Higher Education
58,Private,163113,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United States,High School
67,Private,212705,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,55,United States,Postgraduate
25,Private,104193,9,Never-married,Other-service,Own-child,White,Female,114,0,40,United States,High School
60,Self-emp-not-inc,44915,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,10,United States,Postgraduate
